CFV COINFUND  —  SAM MASTER LIST  |  270-Day Battle Plan (Data Quality Resolved),,,,,,,,,,,,,
"2,144 firms   |   P1: 410   |   P2: 1,339   |   P3: 395   |   Phones: all resolved   |   Est. capital at 20% conversion: $5.97B",,,,,,,,,,,,,
Rank,Priority,Firm Name,City,State,Zip,Phone,AUM,AUM Tier,Est. Commit,Territory,Status,Notes,Address
748,P2,ZAMA CAPITAL ADVISORS LP,NEW YORK,NY,10019,(212) 418-1235,"$112,946,052",$100-150M,"$3,953,112",Associate 2,,,57 WEST 57TH STREET
749,P2,DOMINARI IM LLC,NEW YORK,NY,10022,(212) 393-4500,"$112,897,113",$100-150M,"$3,951,399",Associate 2,,,725 5TH AVENUE
750,P2,R7 PARTNERS,CHICAGO,IL,60606,(630) 207-7223,"$112,836,928",$100-150M,"$3,949,292",Associate 2,,,100 S WACKER DRIVE
751,P2,"HIGHCAPE PARTNERS MANAGEMENT, L.P.",WESTPORT,CT,6880,(646) 793-3510,"$112,629,079",$100-150M,"$3,942,018",Associate 2,,,36 CHURCH LANE
752,P2,"CAMP EIGHT MANAGEMENT, INC.",RYE BROOK,NY,10573,(914) 266-9439,"$112,625,287",$100-150M,"$3,941,885",Associate 2,,,800 WESTCHESTER AVENUE
753,P2,HALO PARTNERS,ENCINITAS,CA,92024,(858) 314-9724,"$112,170,000",$100-150M,"$3,925,950",Associate 2,,,"1536 NORTH COAST HIGHWAY 101,"
754,P2,BETTER VENTURES CENTRAL LLC,OAKLAND,CA,94612,(510) 725-9255,"$111,894,538",$100-150M,"$3,916,309",Associate 2,,,470 25TH ST.
755,P2,M & J WILKOW,CHICAGO,IL,60603,(312) 726-9622,"$111,864,378",$100-150M,"$3,915,253",Associate 2,,,20 SOUTH CLARK STREET
756,P2,BROADSCALE GROUP LLC,NEW YORK,NY,10022,(646) 849-9975,"$111,785,037",$100-150M,"$3,912,476",Associate 2,,,430 PARK AVENUE
757,P2,FIRESIDE INVESTMENTS,RYE,NY,10580,(212) 317-3398,"$111,675,000",$100-150M,"$3,908,625",Associate 2,,,200 LOCUST AVENUE
758,P2,"ALTAI VENTURES ADVISORS, LLC",WESTPORT,CT,6880,(203) 360-2350,"$111,606,704",$100-150M,"$3,906,235",Associate 2,,,"55 POST ROAD WEST, 2ND FLOOR"
759,P2,EXCEL VENTURE MANAGEMENT,BOSTON,MA,2109,(781) 254-3372,"$111,431,373",$100-150M,"$3,900,098",Associate 2,,,71 COMMERCIAL STREET
760,P2,"GOAT CAPITAL MANAGEMENT, LLC",SAN FRANCISCO,CA,94114,(415) 535-7561,"$111,381,283",$100-150M,"$3,898,345",Associate 2,,,2261 MARKET STREET NO. 311
761,P2,WWB ASSET MANAGEMENT LLC,NEW YORK,NY,10169,(212) 556-3158,"$111,204,933",$100-150M,"$3,892,173",Associate 2,,,230 PARK AVENUE
762,P2,"ATINC, LLC",LOS ALTOS,CA,94024,(650) 200-3345,"$110,940,659",$100-150M,"$3,882,923",Associate 2,,,650B FREMONT AVENUE
763,P2,HANOVER (HNVR),PORTOLA VALEY,CA,94028,(650) 206-9813,"$110,500,000",$100-150M,"$3,867,500",Associate 2,,,4370 ALPINE ROAD
764,P2,"CASA VERDE CAPITAL, LLC",WEST HOLLYWOOD,CA,90069,(424) 206-8373,"$110,262,798",$100-150M,"$3,859,198",Associate 2,,,8581 SANTA MONICA BLVD #7
765,P2,ILLUMINATE VENTURES,ST. HELENA,CA,94574-2342,(510) 531-6202,"$110,020,819",$100-150M,"$3,850,729",Associate 2,,,1640 SYLVANER AVE.
766,P2,CORUNDUM PARTNERS,COLORADO SPRINGS,CO,80903,(719) 228-1080,"$109,932,564",$100-150M,"$3,847,640",Associate 2,,,"1 S NEVADA AVE, SUITE 200"
767,P2,PARAGON OUTCOMES MANAGEMENT LLC,NEW YORK,NY,10016,(646) 619-8700,"$109,799,709",$100-150M,"$3,842,990",Associate 2,,,260 MADISON AVENUE
768,P2,"RESTIVE INVESTMENT MANAGEMENT, LLC",SAN JOSE,CA,95120,(415) 409-8126,"$109,787,796",$100-150M,"$3,842,573",Associate 2,,,6469 ALMADEN EXPY
769,P2,"COMMUNITAS CAPITAL PARTNERS, LLC",NEW YORK,NY,10022,(646) 867-7298,"$109,414,493",$100-150M,"$3,829,507",Associate 2,,,575 LEXINGTON AVENUE
770,P2,ARB FUND MANAGEMENT LLC,CHICAGO,IL,60654,(312) 605-8012,"$109,133,428",$100-150M,"$3,819,670",Associate 2,,,"401 WEST SUPERIOR , SUITE 100"
771,P2,NOVIRIAN CAPITAL LLC,SAN FRANCISCO,CA,94104,(415) 233-7000,"$108,907,186",$100-150M,"$3,811,752",Associate 2,,,ONE POST STREET
772,P2,DEFI ALLIANCE LLC,NEW YORK,NY,10012,(626) 833-8930,"$108,567,821",$100-150M,"$3,799,874",Associate 2,,,270 LAFAYETTE STREET
773,P2,"CU HEALTHCARE INNOVATION MANAGEMENT, LLC",AURORA,CO,80045,(303) 724-1329,"$108,552,430",$100-150M,"$3,799,335",Associate 2,,,12635 EAST MONTVIEW BOULEVARD
774,P2,"ORTHOGON PARTNERS INVESTMENT MANAGEMENT, LLC",NEW YORK,NY,10019-7639,(212) 658-0732,"$108,338,112",$100-150M,"$3,791,834",Associate 2,,,250 WEST 55TH STREET
775,P2,"HC PRIVATE INVESTMENTS, LLC",CHICAGO,IL,60606,(312) 402-5602,"$108,253,000",$100-150M,"$3,788,855",Associate 2,,,444 W. LAKE ST.
776,P2,STARTING LINE,CHICAGO,IL,60606,(312) 488-9431,"$108,063,424",$100-150M,"$3,782,220",Associate 2,,,"444 W LAKE ST, SUITE 1900"
777,P2,PIERPOINT CAPITAL LLC,NEW YORK,NY,10111,(917) 709-1741,"$108,027,115",$100-150M,"$3,780,949",Associate 2,,,45 ROCKEFELLER PLAZA
778,P2,UPMARKET MANAGEMENT LLC,NEW YORK,NY,10019,(516) 281-4242,"$107,504,485",$100-150M,"$3,762,657",Associate 2,,,1325 AVENUE OF THE AMERICAS
779,P2,QUEST VENTURE PARTNERS,MENLO PARK,CA,94025,(650) 248-0979,"$107,363,408",$100-150M,"$3,757,719",Associate 2,,,855 SANTA CRUZ AVE
780,P2,"HEROIC VENTURES MANAGEMENT, LLC",PALO ALTO,CA,94306,(650) 918-7600,"$107,341,863",$100-150M,"$3,756,965",Associate 2,,,"350 CAMBRIDGE AVE, SUITE 300"
781,P2,LCP ADVISOR I LLC,WHITE PLAINS,NY,10606,(914) 289-0059,"$107,062,500",$100-150M,"$3,747,188",Associate 2,,,50 MAIN STREET
782,P2,MIGHTY CAPITAL MANAGEMENT LLC,SAN FRANCISCO,CA,94103,(415) 867-7512,"$106,880,000",$100-150M,"$3,740,800",Associate 2,,,419 14TH ST
783,P2,MEGALITH,TIBURON,CA,94920,(512) 657-1603,"$106,711,146",$100-150M,"$3,734,890",Associate 2,,,"1550 TIBURON BOULEVARD,"
784,P2,"SKKY PARTNERS, LP",BOSTON,MA,2116,(917) 414-6232,"$106,639,903",$100-150M,"$3,732,397",Associate 2,,,200 CLARENDON STREET
785,P2,"BREAKWATER MANAGEMENT, LP",CENTURY CITY,CA,90067,(424) 777-4000,"$106,600,000",$100-150M,"$3,731,000",Associate 2,,,2121 AVENUE OF THE STARS
786,P2,ACP VENTURE CAPITAL MANAGEMENT FUND LLC,HAUPPAUGE,NY,11788,(631) 316-8132,"$106,368,000",$100-150M,"$3,722,880",Associate 2,,,205 OSER AVENUE
787,P2,POSEIDON INVESTMENT MANAGEMENT LLC,SAN FRANCISCO,CA,94117,(617) 571-7114,"$106,272,805",$100-150M,"$3,719,548",Associate 2,,,130 FREDERICK STREET
788,P2,"HUSTLE FUND MANAGEMENT, LLC",SAN CARLOS,CA,94070,(650) 394-6630,"$106,034,354",$100-150M,"$3,711,202",Associate 2,,,1180 SAN CARLOS AVE
789,P2,"VAMOSVENTURES MANAGEMENT COMPANY, LLC",LOS ANGELES,CA,90017,(213) 304-2211,"$105,982,989",$100-150M,"$3,709,405",Associate 2,,,"333 SOUTH GRAND AVENUE,  SUITE 3310"
790,P2,NEXUS ENERGY PARTNERS,DENVER,CO,80206,(303) 320-1870,"$105,750,638",$100-150M,"$3,701,272",Associate 2,,,240 ST. PAUL STREET
791,P2,MBX CAPITAL,NEW YORK,NY,10010,(646) 389-3388,"$105,695,155",$100-150M,"$3,699,330",Associate 2,,,110 E 25TH ST
792,P2,RANGE EQUITY MANAGEMENT,BEVERLY HILLS,CA,90212,(310) 746-5275,"$105,300,000",$100-150M,"$3,685,500",Associate 2,,,150 SOUTH RODEO DRIVE
793,P2,ALDER VALE,WALNUT CREEK,CA,94596-5129,(925) 369-8826,"$105,272,981",$100-150M,"$3,684,554",Associate 2,,,1212 BROADWAY PLAZA
794,P2,"SANDBOX INVESTMENT MANAGEMENT, LLC",CHICAGO,IL,60607,(312) 243-4100,"$105,147,548",$100-150M,"$3,680,164",Associate 2,,,333 N. GREEN STREET
795,P2,KAPOR CAPITAL MANAGEMENT COMPANY L.L.C.,OAKLAND,CA,94612,(415) 488-6600,"$105,092,417",$100-150M,"$3,678,235",Associate 2,,,2148 BROADWAY
796,P2,SOUTH BAY PARTNERS LLC,SOUTH SAN FRANCISCO,CA,94080,(628) 216-5529,"$105,078,097",$100-150M,"$3,677,733",Associate 2,,,611 GATEWAY BOULEVARD
797,P2,MEASURE 8 VENTURE PARTNERS,STAMFORD,CT,6902,(203) 904-0290,"$105,042,351",$100-150M,"$3,676,482",Associate 2,,,208 HARBOR DRIVE
798,P2,"THOMPSON HUTTON, LLC",MENLO PARK,CA,94025,(650) 619-0966,"$105,000,000",$100-150M,"$3,675,000",Associate 2,,,3555 ALAMEDA DE LAS PULGAS
799,P2,"MILLENNIA GLOBAL INVESTORS, LLC",NEW YORK,NY,10010,(408) 636-3782,"$104,956,761",$100-150M,"$3,673,487",Associate 2,,,41 MADISON AVENUE
800,P2,WEST MONROE CAPITAL,CHICAGO,IL,60606,(312) 980-9355,"$104,726,008",$100-150M,"$3,665,410",Associate 2,,,"311 WEST MONROE STREET, 14TH FLOOR"
801,P2,"SIGMA PRIME VENTURES, LLC",CAMPBELL,CA,95008,(650) 853-1700,"$104,599,260",$100-150M,"$3,660,974",Associate 2,,,1999 SOUTH BASCOM AVE.
802,P2,STARFORT CAPITAL MANAGEMENT LLC,BURBANK,CA,91505,(310) 633-5094,"$104,382,953",$100-150M,"$3,653,403",Associate 2,,,3500 WEST OLIVE AVE
803,P2,"ORBITAL VENTURES MANAGEMENT, LLC",CHICAGO,IL,60661,(312) 953-7145,"$104,178,324",$100-150M,"$3,646,241",Associate 2,,,156 N. JEFFERSON STREET
804,P2,"MADISON BAY CAPITAL MANAGEMENT, LLC",SAN FRANCISCO,CA,94111,(415) 407-3710,"$104,111,938",$100-150M,"$3,643,918",Associate 2,,,FOUR EMBARCADERO CENTER
805,P2,MAMBA GROWTH MANAGEMENT COMPANY LLC,STAMFORD,CT,06902-5921,(508) 320-0905,"$104,040,404",$100-150M,"$3,641,414",Associate 2,,,700 CANAL STREET
806,P2,"NEW YORK CITY INVESTMENT FUND MANAGER, INC.",NEW YORK,NY,10004,(212) 493-7587,"$104,031,750",$100-150M,"$3,641,111",Associate 2,,,ONE BATTERY PARK PLAZA
807,P2,POWERHOUSE CAPITAL,LOS ANGELES,CA,90025,(203) 561-2737,"$103,009,949",$100-150M,"$3,605,348",Associate 2,,,10351 SANTA MONICA BLVD
808,P2,"PLUG AND PLAY FUND MANAGEMENT I, LLC",SUNNYVALE,CA,94085,(408) 524-1470,"$102,914,735",$100-150M,"$3,602,016",Associate 2,,,440 N. WOLFE ROAD
809,P2,COLLE CAPITAL,NEW YORK,NY,10001-2157,(917) 907-4618,"$102,904,615",$100-150M,"$3,601,662",Associate 2,,,55 HUDSON YARDS
810,P2,FFF MANAGEMENT CO. LLC,NEW YORK,NY,10010,(212) 479-6365,"$102,862,394",$100-150M,"$3,600,184",Associate 2,,,43 W 23RD ST
811,P2,"ANV MANAGEMENT, LLC",SAN FRANCISCO,CA,94104,(650) 291-9747,"$102,601,278",$100-150M,"$3,591,045",Associate 2,,,"548 MARKET ST, SUITE 16299"
812,P2,"BASE CASE MANAGEMENT, LLC",SAN FRANCISCO,CA,94104,(206) 200-6858,"$102,452,990",$100-150M,"$3,585,855",Associate 2,,,548 MARKET ST
813,P2,APERTURE MANAGEMENT LLC,BOSTON,MA,2115,(347) 525-5745,"$102,415,583",$100-150M,"$3,584,545",Associate 2,,,361 NEWBURY STREET
814,P2,"GILDE HEALTHCARE PARTNERS US, INC.",BOSTON,MA,2142,(617) 395-8245,"$101,905,277",$100-150M,"$3,566,685",Associate 2,,,575 BOYLSTON STREET
815,P2,ENVOY EQUITY PARTNERS LP,NEW YORK,NY,10003,(917) 623-4089,"$101,726,619",$100-150M,"$3,560,432",Associate 2,,,ONE FIFTH AVENUE
816,P2,"BRIDGEPORT MANAGEMENT SERVICES, LLC",CARDIFF,CA,92007,(858) 205-1343,"$101,448,333",$100-150M,"$3,550,692",Associate 2,,,"160 CHESTERFIELD DRIVE, SUITE 101"
817,P2,"ENERGY CAPITAL VENTURES, INC.",CHICAGO,IL,60642,(210) 843-6900,"$101,000,000",$100-150M,"$3,535,000",Associate 2,,,"400 NORTH ABERDEEN,"
818,P2,CLARAGH MOUNTAIN INVESTMENTS LP,BOSTON,MA,2116,(617) 297-0283,"$100,842,517",$100-150M,"$3,529,488",Associate 2,,,31 SAINT JAMES AVENUE
819,P2,"ONE WAY VENTURES MANAGEMENT PBC, INC.",BOSTON,MA,2116,(617) 286-4666,"$100,471,003",$100-150M,"$3,516,485",Associate 2,,,131 DARTMOUTH ST
820,P2,DISTRIBUTED VENTURES,CHICAGO,IL,60661,(507) 269-0194,"$100,322,138",$100-150M,"$3,511,275",Associate 2,,,549 W RANDOLPH STREET
821,P2,ASYMMETRICAL CAPITAL MANAGEMENT LLC,NEW YORK,NY,10007,(347) 421-3470,"$100,185,244",$100-150M,"$3,506,484",Associate 2,,,"250 GREENWICH STREET, 7 WORLD TRADE CENTER"
822,P2,L'ATTITUDE MANAGEMENT,SAN DIEGO,CA,92130,(619) 614-2682,"$100,181,476",$100-150M,"$3,506,352",Associate 2,,,11622 EL CAMINO REAL
823,P2,"ZAKARA CAPITAL, LLC",NEW YORK,NY,10022,(646) 419-8760,"$100,135,000",$100-150M,"$3,504,725",Associate 2,,,300 PARK AVENUE
824,P2,PNP SCALE MANAGEMENT LLC,SUNNYVALE,CA,94085,(408) 524-7487,"$100,000,000",$100-150M,"$3,500,000",Associate 2,,,440 N. WOLFE ROAD
825,P2,PIONEER GLOBAL INVESTMENTS LTD.,AURORA,CO,80014,(332) 213-8533,"$100,000,000",$100-150M,"$3,500,000",Associate 2,,,3190 SOUTH VAUGHN WAY
826,P2,CRESTFIELD CAPITAL LTD.,DENVER,CO,80123,(407) 627-1656,"$100,000,000",$100-150M,"$3,500,000",Associate 2,,,9878 W BELLEVIEW AVE
827,P2,THE WEAVER AI CAPITAL ADVISORS LTD,DENVER,CO,80202,(213) 681-2588,"$100,000,000",$100-150M,"$3,500,000",Associate 2,,,1144 15TH STREET
828,P2,VBOT COIN LTD,DENVER,CO,80202,(720) 555-4026,"$100,000,000",$100-150M,"$3,500,000",Associate 2,,,"600 17TH STREET, SUITE 2800"
829,P2,GLOBAL CAPITAL PARTNERS INVESTMENTS LLC,DENVER,CO,80202,(213) 681-2588,"$100,000,000",$100-150M,"$3,500,000",Associate 2,,,1401 LAWRENCE ST
830,P2,AUREUS ADVISORS INC.,COLORADO SPRINGS,CO,80903,(213) 681-2566,"$100,000,000",$100-150M,"$3,500,000",Associate 2,,,2 N CASCADE AVE
831,P2,SPIRIT EYE INVESTMENT LTD,DENVER,CO,80264,(213) 681-2588,"$100,000,000",$100-150M,"$3,500,000",Associate 2,,,1660 LINCOLN STREET SUITE 1600
832,P2,WEATHERBIE ADVISORS LTD.,DENVER,CO,80123,(720) 973-8296,"$100,000,000",$100-150M,"$3,500,000",Associate 2,,,9878 W BELLEVIEW AVE
833,P2,ALUMENIS CAPITAL MANAGEMENT GMBH LTD,DENVER,CO,80203,(720) 973-8288,"$100,000,000",$100-150M,"$3,500,000",Associate 2,,,1500 N GRANT ST STE R
834,P2,HAVEN FIDUCIARY RETURNS LTD,DENVER,CO,80202,(720) 555-4026,"$100,000,000",$100-150M,"$3,500,000",Associate 2,,,"999 18TH ST, SUITE 3000"
835,P2,SUMO INVESTMENT MANAGEMENT LLC,CHICAGO,IL,60605,(312) 724-7176,"$100,000,000",$100-150M,"$3,500,000",Associate 2,,,440 SOUTH LASALLE
836,P2,STATE STREET DIGITAL LTD,BOSTON,MA,2114,(213) 681-2588,"$100,000,000",$100-150M,"$3,500,000",Associate 2,,,ONE CONGRESS STREET
837,P2,LIGHTNING SHARK CAPITAL GROUP LTD.,NEW YORK,NY,10004,(213) 681-2577,"$100,000,000",$100-150M,"$3,500,000",Associate 2,,,"55 BROAD ST, STUIE 1201"
838,P2,EVERTRUST GROUP INC,NEW YORK,NY,10005,(720) 555-4026,"$100,000,000",$100-150M,"$3,500,000",Associate 2,,,28 LIBERTY STREET
839,P2,TITANBRIDGE CAPITAL LTD,NEW YORK,NY,10017,(213) 681-2588,"$100,000,000",$100-150M,"$3,500,000",Associate 2,,,ONE VANDERBILT - 1 VANDERBILT AVE
840,P2,PACIFIC BUSINESS SCHOOL LTD,NEW YORK,NY,10281,(213) 681-2588,"$100,000,000",$100-150M,"$3,500,000",Associate 2,,,200 LIBERTY STREET
841,P2,HUNTERBROOK CAPITAL LP,NEW YORK,NY,10003,(773) 320-7799,"$100,000,000",$100-150M,"$3,500,000",Associate 2,,,228 PARK AVE S PMB 273540
842,P2,NEXUS GENESIS CAPITAL LTD.,NEW YORK,NY,10022,(720) 459-4160,"$100,000,000",$100-150M,"$3,500,000",Associate 2,,,825 THIRD AVE
843,P2,CASDER INSTITUTE OF WEALTH INC.,NEW YORK,NY,10036,(548) 488-4899,"$100,000,000",$100-150M,"$3,500,000",Associate 2,,,1 BRYANT PARK
844,P2,ZERO INFINITY PARTNERS,NEW YORK,NY,10017,(646) 629-3093,"$99,842,751",$50-100M,"$2,995,283",Associate 2,,,400 MADISON AVENUE
845,P2,"COUNTER GLOBAL, L.P.",SANTA MONICA,CA,90403,(310) 339-5858,"$99,715,624",$50-100M,"$2,991,469",Associate 2,,,711 MONTANA AVENUE
846,P2,"E12 VENTURE CAPITAL, LLC",LOS ALTOS,CA,94022,(650) 353-6556,"$99,600,000",$50-100M,"$2,988,000",Associate 2,,,110 FIRST STREET
847,P2,AFO LIMITED,CHICAGO,IL,60606-6635,(312) 930-2217,"$99,600,000",$50-100M,"$2,988,000",Associate 2,,,300 S RIVERSIDE PLAZA
848,P2,"HG CAPITAL, LLC",MENLO PARK,CA,94025,(650) 322-3400,"$99,533,000",$50-100M,"$2,985,990",Associate 2,,,633 MENLO AVENUE
849,P2,"SUFFOLK TECHNOLOGIES FUND MANAGEMENT, L.L.C.",BOSTON,MA,2119,(617) 445-3500,"$99,296,062",$50-100M,"$2,978,882",Associate 2,,,65 ALLERTON STREET
850,P2,"MINER PARTNERS, LLC",BOSTON,MA,02110-2210,(617) 420-0776,"$99,289,949",$50-100M,"$2,978,698",Associate 2,,,175 FEDERAL STREET
851,P2,TERPSI CAPITAL LP,HERMOSA BEACH,CA,90254,(424) 265-9776,"$99,236,772",$50-100M,"$2,977,103",Associate 2,,,215 PIER AVENUE
852,P2,REFLEXIVE CAPITAL MANAGEMENT LP,SAN FRANCISCO,CA,94111,(510) 764-3563,"$99,216,166",$50-100M,"$2,976,485",Associate 2,,,1160 BATTERY STREET EAST
853,P2,"M1 CAPITAL, LLC",GLEN ELLYN,IL,60137,(312) 300-6765,"$98,958,224",$50-100M,"$2,968,747",Associate 2,,,460 N. MAIN STREET
854,P2,"HIGHGEAR VENTURES MANAGEMENT, LLC",SAN FRANCISCO,CA,94111,(650) 743-3011,"$98,731,585",$50-100M,"$2,961,948",Associate 2,,,ONE EMBARCADERO CENTER
855,P2,NEW VINTAGE PARTNERS LLC,NEW YORK,NY,10012,(917) 364-0641,"$98,543,266",$50-100M,"$2,956,298",Associate 2,,,250 LAFAYETTE STREET
856,P2,"MISSION DRIVEN FINANCE, LLC",SAN DIEGO,CA,92110,(858) 880-0252,"$98,340,938",$50-100M,"$2,950,228",Associate 2,,,2247 SAN DIEGO AVE
857,P2,M PARTNERS CAPITAL LLC,HINGHAM,MA,2043,(617) 958-4185,"$98,337,000",$50-100M,"$2,950,110",Associate 2,,,24 SHIPYARD DRIVE
858,P2,MONTAGE CAPITAL,CAMPBELL,CA,95008,(408) 659-2299,"$98,240,244",$50-100M,"$2,947,207",Associate 2,,,900 E. HAMILTON AVE.
859,P2,"GREE CAPITAL PARTNERS, LLC",SAN FRANCISCO,CA,94103,(415) 390-8310,"$98,198,089",$50-100M,"$2,945,943",Associate 2,,,95 THIRD STREET
860,P2,CHART NATIONAL INVESTMENT MANAGEMENT LLC,NEW YORK,NY,10111,(212) 350-8200,"$98,112,577",$50-100M,"$2,943,377",Associate 2,,,"45 ROCKEFELLER PLAZA, 20TH FLOOR"
861,P2,FTAEXCHANGE LTD,DENVER,CO,80210,(719) 694-3525,"$97,921,044",$50-100M,"$2,937,631",Associate 2,,,3224 S COLUMBINE ST
862,P2,VALAR VENTURES,NEW YORK,NY,10010,(646) 559-0458,"$97,539,239",$50-100M,"$2,926,177",Associate 2,,,915 BROADWAY
863,P2,BLACKSUN,NEW YORK,NY,10111,(212) 537-5808,"$97,500,000",$50-100M,"$2,925,000",Associate 2,,,45 ROCKEFELLER PLAZA
864,P2,"TRANSCEND MANAGEMENT, LLC",SAN FRANCISCO,CA,94111,(415) 578-4933,"$97,440,425",$50-100M,"$2,923,213",Associate 2,,,"1 EMBARCADERO CENTER,  SUITE 1200,"
865,P2,"NHS GP, LLC",LONG BEACH,CA,90802-4312,(562) 432-0047,"$97,351,887",$50-100M,"$2,920,557",Associate 2,,,100 OCEANGATE
866,P2,"CPH ADVISORS, L.P.",NEW YORK,NY,10001,(646) 852-8179,"$97,333,333",$50-100M,"$2,920,000",Associate 2,,,1178 BROADWAY
867,P2,"STRIDE CAPITAL GROUP, LP",WESTPORT,CT,6880,(203) 569-8920,"$97,331,754",$50-100M,"$2,919,953",Associate 2,,,136 MAIN STREET
868,P2,"UNCOMMON MANAGEMENT GROUP, LLC",BEVERLY HILLS,CA,90210,(310) 929-0224,"$96,850,000",$50-100M,"$2,905,500",Associate 2,,,360 N CRESCENT DRIVE
869,P2,"BAUKUNST MANAGEMENT COMPANY, LLC",CAMBRIDGE,MA,2138,(708) 519-0619,"$96,819,811",$50-100M,"$2,904,594",Associate 2,,,12 ARROW ST STE 110
870,P2,AUTOPILOT MANAGEMENT COMPANY LLC,NEW YORK,NY,10013,(929) 363-1294,"$96,758,215",$50-100M,"$2,902,746",Associate 2,,,60 CHARLTON ST
871,P2,"TAH MANAGEMENT, LP",NEW YORK,NY,10018,(212) 273-4925,"$96,742,791",$50-100M,"$2,902,284",Associate 2,,,"483 TENTH AVENUE, 6TH FLOOR"
872,P2,BOOKEND CAPITAL PARTNERS LLC,NEW YORK,NY,10001,(646) 595-1663,"$96,607,678",$50-100M,"$2,898,230",Associate 2,,,31 HUDSON YARDS
873,P2,PALM MANAGEMENT (US) LLC,GREENWICH,CT,6830,(203) 302-7000,"$96,495,720",$50-100M,"$2,894,872",Associate 2,,,19 W. ELM STREET
874,P2,"LIG FUND MANAGEMENT, LLC",CHICAGO,IL,60606,(312) 245-2910,"$96,312,238",$50-100M,"$2,889,367",Associate 2,,,444 W. LAKE STREET
875,P2,AMBINA PARTNERS LLC,GREENWICH,CT,6830,(917) 520-3223,"$96,065,262",$50-100M,"$2,881,958",Associate 2,,,19 W. PUTNAM AVENUE
876,P2,"GRANITE ALPHA CAPITAL MANAGEMENT, LP",BOSTON,MA,2109,(617) 417-9170,"$95,877,701",$50-100M,"$2,876,331",Associate 2,,,109 STATE STREET
877,P2,INTERPLAY VENTURES EARLY STAGE MANAGEMENT LLC,NEW YORK,NY,10012,(646) 522-3980,"$95,623,566",$50-100M,"$2,868,707",Associate 2,,,363 LAFAYETTE STREET
878,P2,"NEWMAN, NICHOLAS DRAKE",STAMFORD,CT,6901,(203) 595-4571,"$95,580,874",$50-100M,"$2,867,426",Associate 2,,,201 TRESSER BOULEVARD
879,P2,FIREWORK VENTURES MANAGEMENT LLC,SACRAMENTO,CA,95816,(617) 653-8121,"$95,507,625",$50-100M,"$2,865,229",Associate 2,,,2108 N ST
880,P2,"AMBIX VENTURE MANAGEMENT, LLC",MOUNTAIN VIEW,CA,94043,(858) 349-8705,"$95,411,175",$50-100M,"$2,862,335",Associate 2,,,627 NATIONAL AVENUE
881,P2,"NEXUS NEUROTECH, LLC",SAN FRANCISCO,CA,94111,(650) 447-4266,"$95,042,730",$50-100M,"$2,851,282",Associate 2,,,1 EMBARCADERO CENTER
882,P2,"ALBANY STREET INVESTMENT MANAGER, LLLP",NEW YORK,NY,10281,(212) 651-4514,"$94,838,063",$50-100M,"$2,845,142",Associate 2,,,250 VESEY STREET
883,P2,WINDHAM CAPITAL PARTNERS LLC,NEW YORK,NY,10110,(212) 235-1091,"$94,067,777",$50-100M,"$2,822,033",Associate 2,,,500 FIFTH AVENUE
884,P2,"THE CUE BALL GROUP, LLC",BOSTON,MA,2109,(617) 542-0100,"$94,053,735",$50-100M,"$2,821,612",Associate 2,,,ONE FANEUIL HALL SQUARE
885,P2,SIGMOID MANAGEMENT,NEW YORK,NY,10123,(917) 544-8811,"$93,730,292",$50-100M,"$2,811,909",Associate 2,,,450 SEVENTH AVENUE
886,P2,PACIFIC GROWTH INVESTORS,TORRANCE,CA,90503,(310) 359-0456,"$93,400,000",$50-100M,"$2,802,000",Associate 2,,,25500 HAWTHORNE BOULEVARD
887,P2,SQN INVESTORS LP,MENLO PARK,CA,94025,(650) 489-9100,"$93,391,323",$50-100M,"$2,801,740",Associate 2,,,1300 EL CAMINO REAL
888,P2,BOULDER VENTURES,BOULDER,CO,80302,(303) 444-6950,"$93,138,631",$50-100M,"$2,794,159",Associate 2,,,1941 PEARL STREET STE 300
889,P2,SALTOUN CAPITAL PARTNERS MANAGEMENT LLC,NEW YORK,NY,10005,(917) 473-3540,"$93,059,850",$50-100M,"$2,791,796",Associate 2,,,ONE HANOVER SQUARE
890,P2,"WATCHFIRE VENTURES, LLC",MONTECITO,CA,93108,(805) 203-6537,"$92,553,159",$50-100M,"$2,776,595",Associate 2,,,1187 COAST VILLAGE ROAD
891,P2,"BLUE LION GLOBAL MANAGEMENT, L.P.",SOUTH SAN FRANCISCO,CA,94080,(415) 308-0982,"$92,229,387",$50-100M,"$2,766,882",Associate 2,,,36 PARKGROVE DRIVE
892,P2,"THREE-SIXTY HEALTH VENTURE PARTNERS, LLC",PASADENA,CA,91103,(626) 229-0360,"$92,061,401",$50-100M,"$2,761,842",Associate 2,,,65 N RAYMOND AVE
893,P2,TERRA NOVA CAPITAL ADVISORS LLC,NEW YORK,NY,10016,(212) 704-4367,"$91,334,090",$50-100M,"$2,740,023",Associate 2,,,169 MADISON AVENUE SUITE 38402
894,P2,"1060 CAPITAL, LLC",DENVER,CO,80206,(312) 361-3359,"$91,300,409",$50-100M,"$2,739,012",Associate 2,,,210 UNIVERSITY BLVD
895,P2,"THIEL BIO, L.L.C.",WEST HOLLYWOOD,CA,90069,(213) 297-7849,"$91,277,206",$50-100M,"$2,738,316",Associate 2,,,8605 SANTA MONICA BLVD.
